Κωδικός_Φορέα,Ονομασία_Φορέα,Κωδικός_Υπηρεσίας,Ονομασία_Υπηρεσίας,Κωδικός_Δαπάνης,Ονομασία_Δαπάνης,2025
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-202-9900100,Ελληνική Δύναμη Κύπρου,31,Πάγια περιουσιακά στοιχεία,2000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-203-0000000,Γενικό Επιτελείο Ναυτικού,21,Παροχές σε εργαζομένους,525119000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-203-0000000,Γενικό Επιτελείο Ναυτικού,22,Κοινωνικές παροχές,10312000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-203-0000000,Γενικό Επιτελείο Ναυτικού,23,Μεταβιβάσεις,2510000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-203-0000000,Γενικό Επιτελείο Ναυτικού,24,Αγορές αγαθών και υπηρεσιών,99900000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-203-0000000,Γενικό Επιτελείο Ναυτικού,27,Λοιπές δαπάνες,7000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-203-0000000,Γενικό Επιτελείο Ναυτικού,31,Πάγια περιουσιακά στοιχεία,4401000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-204-0000000,Γενικό Επιτελείο Αεροπορίας,21,Παροχές σε εργαζομένους,711243000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-204-0000000,Γενικό Επιτελείο Αεροπορίας,22,Κοινωνικές παροχές,12659000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-204-0000000,Γενικό Επιτελείο Αεροπορίας,23,Μεταβιβάσεις,10792000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-204-0000000,Γενικό Επιτελείο Αεροπορίας,24,Αγορές αγαθών και υπηρεσιών,200894000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-204-0000000,Γενικό Επιτελείο Αεροπορίας,31,Πάγια περιουσιακά στοιχεία,19476000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εθνικής Άμυνας οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",22,Κοινωνικές παροχές,18056000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εθνικής Άμυνας οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",23,Μεταβιβάσεις,1650000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εθνικής Άμυνας οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",24,Αγορές αγαθών και υπηρεσιών,16405000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εθνικής Άμυνας οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",29,Πιστώσεις υπό κατανομή,38092000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εθνικής Άμυνας οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",31,Πάγια περιουσιακά στοιχεία,2498272000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-601-0000000,Εθνική Υπηρεσία Πληροφοριών,21,Παροχές σε εργαζομένους,28683000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-601-0000000,Εθνική Υπηρεσία Πληροφοριών,24,Αγορές αγαθών και υπηρεσιών,6917000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-601-0000000,Εθνική Υπηρεσία Πληροφοριών,31,Πάγια περιουσιακά στοιχεία,100000
1011,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,1011-901-0000000,"Αμοιβές και αποζημιώσεις υπαλλήλων του ΝΙΜΤΣ που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Εθνικής Άμυνας (εκτός επιχορήγησης)",21,Παροχές σε εργαζομένους,9074000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-101-0000000,"Γραφεία Υπουργού, Αναπληρωτών Υπουργών, Υφυπουργών, Γενικών και Ειδικών Γραμματέων, Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Υγείας",21,Παροχές σε εργαζομένους,3509000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-101-0000000,"Γραφεία Υπουργού, Αναπληρωτών Υπουργών, Υφυπουργών, Γενικών και Ειδικών Γραμματέων, Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Υγείας",24,Αγορές αγαθών και υπηρεσιών,75000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-202-0000000,Γενική Γραμματεία Δημόσιας Υγείας,21,Παροχές σε εργαζομένους,3247000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-202-0000000,Γενική Γραμματεία Δημόσιας Υγείας,23,Μεταβιβάσεις,582621000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-202-0000000,Γενική Γραμματεία Δημόσιας Υγείας,24,Αγορές αγαθών και υπηρεσιών,72690000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-203-0000000,Γενική Γραμματεία Υπηρεσιών Υγείας,21,Παροχές σε εργαζομένους,4291000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-203-0000000,Γενική Γραμματεία Υπηρεσιών Υγείας,23,Μεταβιβάσεις,3562373000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-203-0000000,Γενική Γραμματεία Υπηρεσιών Υγείας,24,Αγορές αγαθών και υπηρεσιών,8556000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-205-0000000,Γενική Γραμματεία Στρατηγικού Σχεδιασμού,21,Παροχές σε εργαζομένους,1554000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-205-0000000,Γενική Γραμματεία Στρατηγικού Σχεδιασμού,23,Μεταβιβάσεις,13250000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-205-0000000,Γενική Γραμματεία Στρατηγικού Σχεδιασμού,24,Αγορές αγαθών και υπηρεσιών,10478000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-205-0000000,Γενική Γραμματεία Στρατηγικού Σχεδιασμού,31,Πάγια περιουσιακά στοιχεία,1498000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-401-0000000,Εθνική Αρχή Ιατρικώς Υποβοηθούμενης Αναπαραγωγής,21,Παροχές σε εργαζομένους,338000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-401-0000000,Εθνική Αρχή Ιατρικώς Υποβοηθούμενης Αναπαραγωγής,24,Αγορές αγαθών και υπηρεσιών,614000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-401-0000000,Εθνική Αρχή Ιατρικώς Υποβοηθούμενης Αναπαραγωγής,31,Πάγια περιουσιακά στοιχεία,56000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Υγείας, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",21,Παροχές σε εργαζομένους,9075000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Υγείας, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",24,Αγορές αγαθών και υπηρεσιών,12251000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Υγείας, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",29,Πιστώσεις υπό κατανομή,1638000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Υγείας, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",31,Πάγια περιουσιακά στοιχεία,171000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-601-0000000,"Δαπάνες του Εθνικού Συντονιστή για την Αντιμετώπιση των Ναρκωτικών, που καλύπτονται από τον προϋπολογισμό του Υπουργείου Υγείας",21,Παροχές σε εργαζομένους,67000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-601-0000000,"Δαπάνες του Εθνικού Συντονιστή για την Αντιμετώπιση των Ναρκωτικών, που καλύπτονται από τον προϋπολογισμό του Υπουργείου Υγείας",24,Αγορές αγαθών και υπηρεσιών,15000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-901-0000000,"Αμοιβές και αποζημιώσεις υπαλλήλων Νοσοκομείων ΕΣΥ, που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Υγείας",21,Παροχές σε εργαζομένους,1869497000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-902-0000000,"Αμοιβές και αποζημιώσεις υπαλλήλων ΥΠΕ-ΠΕΔΥ, που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Υγείας",21,Παροχές σε εργαζομένους,360557000
1015,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ,1015-904-0000000,"Αμοιβές και αποζημιώσεις υπαλλήλων του Εθνικού Κέντρου Άμεσης Βοήθειας (ΕΚΑΒ), που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Υγείας",21,Παροχές σε εργαζομένους,90003000
1017,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,1017-101-0000000,"Γραφεία Υπουργού, Αναπληρωτών Υπουργών, Υφυπουργών, Γενικών και Ειδικών Γραμματέων, Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Δικαιοσύνης",21,Παροχές σε εργαζομένους,1180000
1017,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,1017-101-0000000,"Γραφεία Υπουργού, Αναπληρωτών Υπουργών, Υφυπουργών, Γενικών και Ειδικών Γραμματέων, Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Δικαιοσύνης",24,Αγορές αγαθών και υπηρεσιών,270000
1017,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,1017-206-0000000,Γενική Γραμματεία Δικαιοσύνης,21,Παροχές σε εργαζομένους,497376000
1017,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,1017-206-0000000,Γενική Γραμματεία Δικαιοσύνης,23,Μεταβιβάσεις,4428000
1017,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,1017-206-0000000,Γενική Γραμματεία Δικαιοσύνης,24,Αγορές αγαθών και υπηρεσιών,24409000
1017,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,1017-206-0000000,Γενική Γραμματεία Δικαιοσύνης,29,Πιστώσεις υπό κατανομή,70000
1017,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,1017-206-0000000,Γενική Γραμματεία Δικαιοσύνης,31,Πάγια περιουσιακά στοιχεία,230000
1017,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,1017-401-0000000,Ελεγκτικό Συνέδριο,21,Παροχές σε εργαζομένους,38423000
1017,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,1017-401-0000000,Ελεγκτικό Συνέδριο,23,Μεταβιβάσεις,6000
1017,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,1017-401-0000000,Ελεγκτικό Συνέδριο,24,Αγορές αγαθών και υπηρεσιών,1737000
1017,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,1017-401-0000000,Ελεγκτικό Συνέδριο,31,Πάγια περιουσιακά στοιχεία,123000
1017,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,1017-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Δικαιοσύνης, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο Δικαιοσύνης",21,Παροχές σε εργαζομένους,2930000
1017,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,1017-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Δικαιοσύνης, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο Δικαιοσύνης",24,Αγορές αγαθών και υπηρεσιών,1690000
1017,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,1017-801-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής Προστασίας Δεδομένων Προσωπικού Χαρακτήρα που καλύπτονται από τον προϋπολογισμό του Υπουργείου Δικαιοσύνης",21,Παροχές σε εργαζομένους,1972000
1017,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,1017-801-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής Προστασίας Δεδομένων Προσωπικού Χαρακτήρα που καλύπτονται από τον προϋπολογισμό του Υπουργείου Δικαιοσύνης",23,Μεταβιβάσεις,1000
1017,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,1017-801-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής Προστασίας Δεδομένων Προσωπικού Χαρακτήρα που καλύπτονται από τον προϋπολογισμό του Υπουργείου Δικαιοσύνης",24,Αγορές αγαθών και υπηρεσιών,684000
1017,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,1017-801-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής Προστασίας Δεδομένων Προσωπικού Χαρακτήρα που καλύπτονται από τον προϋπολογισμό του Υπουργείου Δικαιοσύνης",31,Πάγια περιουσιακά στοιχεία,74000
1017,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,1017-802-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής Διασφάλισης του Απορρήτου των Επικοινωνιών που καλύπτονται από τον προϋπολογισμό του Υπουργείου Δικαιοσύνης",21,Παροχές σε εργαζομένους,1803000
1017,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,1017-802-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής Διασφάλισης του Απορρήτου των Επικοινωνιών που καλύπτονται από τον προϋπολογισμό του Υπουργείου Δικαιοσύνης",24,Αγορές αγαθών και υπηρεσιών,377000
